sample_id,split,sample_kind,primary,crit,haste,mastery,versatility,total_secondary,simc_dps,simc_median_dps,simc_stddev,simc_mean_stddev,simc_mean_error,simc_iterations,simc_relative_mean_error
train-0172,train,lhs,2278,1090,359,726,520,2695,223431.47172160435,223112.55721832206,7230.906829542733,365.21594666412756,715.810102358701,50,0.0032037120681485754
train-0173,train,lhs,2083,73,2312,563,907,3855,234111.1370487868,233764.29012440224,7106.094440741272,358.9119690571557,703.4545332842121,50,0.003004788845810518
train-0174,train,lhs,1868,341,2673,357,42,3413,202456.41751508816,202354.92606473767,6219.49657441998,314.1320145242051,615.6874351313817,50,0.0030410862875487623
train-0175,train,lhs,2159,892,85,1021,1670,3668,245610.05926876876,245541.460021756,8246.00482335871,416.4861377352802,816.2978303831921,50,0.003323552108628927
train-0176,train,dr-edge-mastery,2284,147,170,2793,187,3297,221056.78172645904,220878.31360893525,7332.896270817376,370.36719134517944,725.9063564135917,50,0.0032838004369024317
train-0177,train,lhs,2022,349,1415,91,1616,3471,225853.4117251893,225328.31747068724,7371.737033133437,372.32894608947527,729.7513250606165,50,0.003231083911845232
train-0178,train,lhs,1653,1599,345,1232,305,3481,217066.5252431194,216941.89769684745,6755.660393973142,341.212376855128,668.7639700118139,50,0.00308091710254625
train-0179,train,lhs,2163,183,2824,371,92,3470,213829.96023390745,213680.48226594322,6456.236975520677,326.08921045271404,639.1231085177369,50,0.0029889315221244186
train-0180,train,lhs,2105,1620,749,54,933,3356,233666.10597196966,233662.8473277643,7179.534652626712,362.62125990258227,710.7246097526549,50,0.0030416247439751178
train-0181,train,lhs,1905,629,317,1996,158,3100,213241.76132853923,213071.88772084907,7082.013015842207,357.695673425244,701.070637650055,50,0.0032876798300775765
train-0182,train,lhs,2108,816,1280,741,538,3375,238674.43556372338,238755.09961750836,7278.436411744432,367.616553084255,720.515204485292,50,0.003018820188192809
train-0183,train,lhs,1745,327,1028,2051,286,3692,225838.56725051557,225638.1777140446,7090.572398543759,358.1279875360325,701.9179577375845,50,0.003108051765839309
train-0184,train,dr-edge-versatility,1872,289,141,373,2282,3085,194417.82895477442,194482.72603804112,6940.444750036076,350.5453962286487,687.0563518590378,50,0.003533916387981378
train-0185,train,lhs,1859,2136,1007,386,37,3566,229409.00717127073,228982.928537731,6529.432745961362,329.78615514076995,646.3689869623752,50,0.002817539707496372
train-0186,train,lhs,2035,867,368,133,1986,3354,219543.0143616716,219407.60770142215,7195.417046032867,363.4234419082226,712.2968575934532,50,0.0032444523897263563
train-0187,train,lhs,2046,30,1370,364,1215,2979,210155.7743128459,210301.1839523284,6593.825618094928,333.0384863226073,652.7434389473987,50,0.0031059981153584667
train-0188,train,lhs,2021,411,708,772,889,2780,214629.76838808856,214700.83356527842,7243.971276734833,365.8758008928409,717.1033928825989,50,0.003341118048387161
train-0189,train,lhs,1703,1876,337,201,746,3160,201336.17013509228,201592.42874071398,6664.039917883729,336.5848440023877,659.6941722791464,50,0.003276580516240602
train-0190,train,lhs,1651,434,310,1718,588,3050,198249.06729770813,198009.24609154856,6379.136572206636,322.19505202303003,631.4906982420798,50,0.0031853400717077682
train-0191,train,lhs,1843,108,2418,173,177,2876,184059.8505393042,183847.14620960702,5518.737840184807,278.7383535989627,546.3171344061329,50,0.002968149397086858
train-0192,train,dr-edge-crit,1810,1942,261,420,166,2789,195687.17516130817,195590.91553710398,5932.593603364888,299.6412262116605,587.2860119186104,50,0.003001147169887351
train-0193,train,lhs,1967,2111,20,823,733,3687,232523.76870237105,232545.30297981336,7415.6003172754545,374.5443764938991,734.0934888654671,50,0.003157068599748622
train-0194,train,lhs,1693,2394,303,562,335,3594,211065.5283183,211389.05675267428,6324.317901815247,319.42629105378853,626.0640264581607,50,0.0029662069000392
train-0195,train,lhs,1916,104,591,1989,54,2738,199852.89025615898,199745.74584639026,6309.6524427404975,318.6855735137193,624.6122467562644,50,0.0031253600883913934
train-0196,train,lhs,1975,594,1187,1080,646,3507,240633.2043200334,240447.92246711088,7904.141782370141,399.21944669813223,782.4557378031998,50,0.0032516532371923293
train-0197,train,lhs,2191,207,112,1968,1039,3326,229258.57804029383,228804.4059128246,7668.316252880148,387.30845876389776,759.1106304214605,50,0.003311154753337262
train-0198,train,lhs,1977,1070,1940,310,318,3638,232137.85470052934,231478.08203175725,6571.058383107781,331.88856730487305,650.4896390865027,50,0.00280216959842965
train-0199,train,lhs,2230,219,1648,338,1068,3273,227914.1638382086,227459.74672365258,7189.69468041146,363.13441879855645,711.7303827075566,50,0.0031228001398491355
train-0200,train,dr-edge-haste,1910,231,2312,137,90,2770,187646.6694404495,187722.9073453525,5278.51246599433,266.6051399487369,522.536472624419,50,0.0027846829052846486
train-0201,train,lhs,2074,811,821,450,834,2916,221291.513685276,221344.06233414623,6682.704990322359,337.5275725232944,661.5418862281414,50,0.002989458905184208
train-0202,train,lhs,2185,184,2814,280,345,3623,218984.3184042972,218446.52695732235,6449.452455003907,325.746540419535,638.4514875938271,50,0.0029155123629222325
train-0203,train,lhs,1738,1423,385,602,334,2744,196155.61011386648,195971.37340237142,6258.9251295240065,316.1234572875225,619.5905912264869,50,0.003158668726664613
train-0204,train,lhs,1971,138,321,894,1338,2691,199805.61441170843,199315.91919022173,6830.93785091039,345.01446258875706,676.2159211191637,50,0.0033843689683603706
train-0205,train,lhs,2134,549,2298,118,398,3363,219709.47173514005,219426.91178429837,6497.872221207873,328.19210792141297,643.2447118213943,50,0.0029277058778641382
train-0206,train,lhs,1767,419,15,3125,161,3720,204121.90160503695,204116.9762898381,6783.7498693358075,342.63110960576466,671.5446351079818,50,0.0032899195521281124
train-0207,train,lhs,1666,1048,320,1029,488,2885,199998.12526117216,199613.19056929302,6560.018008627371,331.3309441861633,649.3967178564003,50,0.003247014025798345
train-0208,train,dr-edge-mastery,2066,291,246,2044,82,2663,202748.65686757865,202130.25256739755,6811.921922516396,344.0540131660463,674.3334748408438,50,0.003325957790592278
train-0209,train,lhs,1689,464,2630,460,90,3644,203740.38870436823,203750.11703893146,6484.205171017489,327.50181764509597,641.891767740335,50,0.003150537661296671
train-0210,train,lhs,2178,907,66,60,2832,3865,227792.2446739885,228059.41326347477,7460.904447166992,376.83258059833213,738.5782865014206,50,0.003242332887840227
train-0211,train,lhs,1671,242,227,1784,871,3124,198128.82455831295,197819.2483218473,6631.864086571872,334.95971910875,656.5089860158251,50,0.003313546060142312
train-0212,train,lhs,2240,593,224,2373,187,3377,233981.8074025236,233498.3029070779,7723.845741023042,390.11312145115915,764.6076682797129,50,0.0032678081974311063
train-0213,train,lhs,1920,177,1449,2226,10,3862,239272.5993458076,239220.12324868838,7176.029091392738,362.44420232255317,710.3775832724543,50,0.0029689048608770472
train-0214,train,lhs,2012,2655,266,329,326,3576,221702.51987861804,221564.969890362,6546.464521159447,330.64638969349926,648.0550157047289,50,0.0029230836711262396
train-0215,train,lhs,2014,311,1202,1554,141,3208,228296.3171896537,227893.01516146315,7113.945519977311,359.308508440544,704.2317361944494,50,0.0030847266607871714
train-0216,train,dr-edge-versatility,2216,225,237,178,1989,2629,198148.0432206457,197855.6265595827,6720.543357594347,339.4386986723694,665.2876246519015,50,0.0033575281079666146
train-0217,train,lhs,2048,1353,1810,695,17,3875,253457.596756769,253057.0862152396,7643.994355460268,386.08001743554627,756.7029296597037,50,0.0029855208103542266
train-0218,train,lhs,1649,171,1769,1229,248,3417,205979.03699903193,206055.75147742382,6224.9300335240505,314.40644565118987,616.225310256747,50,0.0029916894419680347
train-0219,train,lhs,1676,467,1088,602,989,3146,203766.55650210154,203863.72168332367,5806.229143803362,293.2588571933085,574.776798501051,50,0.0028207612101209703
train-0220,train,lhs,1784,1099,406,312,1471,3288,212567.02099158918,212784.81647541214,7152.02589468209,361.23185781082077,708.0014316915507,50,0.003330720957507161
train-0221,train,lhs,1920,1088,867,210,863,3028,216429.3543466286,216676.38436234975,6742.911215018744,340.5684460770412,667.5018888776674,50,0.0030841559865701523
train-0222,train,lhs,2024,117,1015,1671,154,2957,216417.19453287128,216459.55373105378,6660.756188463956,336.4189906209375,659.3691056246458,50,0.0030467500840119024
train-0223,train,lhs,1696,810,617,369,1073,2869,197811.06805220697,197824.3876640261,6551.565250276024,330.90401541830835,648.5599528470696,50,0.0032786838432918193
train-0224,train,dr-edge-crit,1721,2812,361,187,368,3728,208615.61324774404,208351.93822767623,6675.492862863177,337.163305078068,660.8279351544408,50,0.0031676820582439646
train-0225,train,lhs,1846,215,1173,408,926,2722,195229.68309890438,195139.45461769795,6138.413448147413,310.036698207981,607.660762642725,50,0.0031125428930542333
train-0226,train,lhs,2150,236,1378,65,1611,3290,224210.278058457,224235.0216671212,6952.226037125623,351.14044108522904,688.2226183476381,50,0.0030695408984248345
train-0227,train,lhs,1871,783,2424,302,143,3652,218074.68428318895,217577.9809223909,5825.0983158914605,294.2118943032278,576.6447169132509,50,0.0026442533612220094
train-0228,train,lhs,2038,58,1239,685,992,2974,213798.35057788744,213818.90184765117,6463.27438615657,326.44465336575934,639.8197638261745,50,0.002992631898687572
train-0229,train,lhs,2068,694,53,23,3098,3868,216598.69511377145,216521.40357584096,8060.402550389103,407.11180731953414,797.9244803810068,50,0.00368388406015967
train-0230,train,lhs,1956,928,335,1820,274,3357,227817.91594636725,227364.2079496315,7514.8499050636865,379.5572376764011,743.9185162470252,50,0.003265408311531381
train-0231,train,lhs,1893,276,2005,830,698,3809,229966.82212860376,229733.33135620947,7027.1981906640485,354.92710666859904,695.6443465158305,50,0.003024976994841487
train-0232,train,dr-edge-haste,1627,193,2339,87,145,2764,172853.77451100052,172804.62224766423,5431.406780285928,274.32746898019803,537.6719594095603,50,0.003110559552029583
train-0233,train,lhs,1684,1155,564,956,297,2972,205556.8091293999,205896.35674008023,6564.07615482094,331.5359115213432,649.7984464515382,50,0.0031611623531404604
train-0234,train,lhs,2192,274,425,1889,54,2642,212024.7890284505,211379.08398855932,7078.751553259767,357.5309446889134,700.747775259485,50,0.0033050275794188166
train-0235,train,lhs,2031,469,761,884,1702,3816,247353.9131352389,246914.07134295572,7720.062090317624,389.9220182317703,764.2331128522151,50,0.003089634213445317
train-0236,train,lhs,2195,35,1388,1334,768,3525,248360.77767388136,248289.01972267657,7678.254334481351,387.8104076847689,760.0944322288827,50,0.0030604447262077383
train-0237,train,lhs,1787,676,1176,2020,27,3899,241742.79545868875,241202.88294803194,7575.350945884792,382.61300169307594,749.9077036676163,50,0.0031020891532453857
train-0238,train,lhs,2257,161,640,1844,669,3314,239204.8375940348,239059.87745486433,7493.551903795467,378.4815261676527,741.8101604311885,50,0.0031011503274450815
train-0239,train,lhs,1731,1,2079,867,244,3191,197941.6798026569,197799.35259192716,6167.077465064273,311.48444968926367,610.4983034058615,50,0.0030842332146241947
train-0240,train,dr-edge-mastery,2208,328,152,2507,179,3166,219107.9473267098,219130.84670147777,7009.804585717095,354.04859695379395,693.9224991139807,50,0.0031670348226998787
train-0241,train,lhs,1755,294,1251,155,1050,2750,189481.83595839082,189395.04529037175,5919.286044154273,298.9690929717415,585.9686549749729,50,0.003092479297612719
train-0242,train,lhs,1617,503,189,94,1990,2776,176195.37623256817,176111.31703590372,6127.575028949715,309.489275371407,606.5878335982497,50,0.00344270006721168
train-0243,train,lhs,1625,150,2495,197,430,3272,185385.28400145567,184955.05316968038,5636.847630648112,284.70379886761447,558.0091922896182,50,0.0030099972351917462
train-0244,train,lhs,1798,1607,335,1346,547,3835,238193.93188082436,237437.82720598127,7403.49307275419,373.9328683008655,732.8949548303387,50,0.003076883399351367
train-0245,train,lhs,1655,1633,438,247,338,2656,187262.98509240043,186895.96411086625,5871.656606266508,296.5634430778456,581.2536678214342,50,0.003103943192695708
train-0246,train,lhs,1645,135,1898,274,601,2908,183925.80651939026,183575.07576344584,5667.8060880692865,286.26743709458503,561.0738669006892,50,0.00305054455118857
train-0247,train,lhs,1991,2712,431,512,29,3684,228969.4401509671,228532.7285863237,7099.155600764867,358.5615047142354,702.7676357939183,50,0.0030692638953502284
train-0248,train,dr-edge-versatility,2161,212,99,142,2184,2637,192746.28347808856,192325.79726385424,6287.170615416646,317.55006975985066,622.3867002933853,50,0.003229046438989514
train-0249,train,lhs,2213,183,143,1181,1322,2829,217662.16408202538,217523.3642460776,7485.197429290248,378.0595614836605,740.9831248474493,50,0.003404280794379182
train-0250,train,lhs,1640,1276,833,225,673,3007,200673.59471763374,200436.59079193103,6424.351505089405,324.47875099819436,635.9666659869171,50,0.0031691596838227813
train-0251,train,lhs,1680,38,196,609,1843,2686,178805.3928322125,178924.58305531528,6249.108115416319,315.62762319848326,618.618774269232,50,0.003459732195268471
train-0252,train,lhs,2084,1170,471,181,1312,3134,223189.1975629159,222940.0071253511,6844.834684978262,345.71635870350104,677.5916122255603,50,0.0030359516483074887
train-0253,train,lhs,1978,380,660,466,1352,2858,207642.59371460575,207509.32567580603,6444.809505661525,325.5120360649132,637.9918675043468,50,0.0030725481515667947
train-0254,train,lhs,2037,1076,241,815,800,2932,218812.47107944416,218874.3249404477,7916.812020259437,399.85939035032993,783.7100043141983,50,0.003581651449974517
train-0255,train,lhs,1931,1031,493,1317,21,2862,216590.73347696546,216413.22753895103,7281.756697268902,367.78425282781416,720.8438899430304,50,0.003328138181958244
train-0256,train,dr-edge-crit,2015,2628,603,376,158,3765,234064.13864075232,234226.70858785856,7088.450989905798,358.020840219349,701.7079528557516,50,0.002997930212337017
train-0257,train,lhs,1735,822,4,1561,1292,3679,224330.89640866447,224516.88166022403,7697.707901255209,388.7929611836304,762.0202017003887,50,0.0033968580070763573
train-0258,train,lhs,2129,2208,768,169,341,3486,235157.79057099883,234879.8209475637,7193.753459020334,363.3394180755329,712.1321739074652,50,0.003028316315518615
train-0259,train,lhs,2030,373,1929,787,712,3801,239321.55703513534,239017.63350387957,7190.864923121725,363.1935249811324,711.8462286967203,50,0.002974434219447321
train-0260,train,lhs,2201,1410,321,1448,282,3461,249589.01028757344,249162.98266577523,7907.925900803687,399.41057354135893,782.830339532569,50,0.0031364775982347997
train-0261,train,lhs,1888,730,498,223,1869,3320,213340.09411735783,213040.74815405408,7284.361958594004,367.91583839565294,721.1017929169939,50,0.0033800575363031275
train-0262,train,lhs,1927,1938,127,15,902,2982,202774.21437285104,202823.1126136437,6519.484751718325,329.2837055558802,645.3842038715076,50,0.0031827725525534895
train-0263,train,lhs,1706,44,644,717,1362,2767,190899.88815253752,190531.06712515728,6019.181593031,304.0145801161047,595.8576280667683,50,0.003121309466617662
train-0264,train,dr-edge-haste,2253,471,2389,81,451,3392,223578.07071791383,223366.68898113488,6962.425022298359,351.65556762643354,689.2322478163271,50,0.003082736359622337
train-0265,train,lhs,1984,791,442,1063,779,3075,224158.76132816297,223513.83460439093,7205.708530785784,363.9432403837416,713.3156438851408,50,0.0031821894431369744
train-0266,train,lhs,2049,1026,1045,74,704,2849,213179.1802474901,213186.82203960922,6570.010481559204,331.83564028408625,650.3859040319056,50,0.003050888474553852
train-0267,train,lhs,2260,176,712,1544,679,3111,235186.0118644528,235468.82586868195,7316.497626371418,369.5389347244649,724.2830032663148,50,0.0030796176929253276
train-0268,train,lhs,1964,487,1776,51,573,2887,200591.04979358404,200405.8620478596,6049.030664535316,305.52218589273497,598.812481093158,50,0.002985240277217549
train-0269,train,lhs,1823,696,2030,110,373,3209,203705.7805900659,203650.8122103291,6006.173738515073,303.3575842491833,594.5699398290398,50,0.002918768127771211
train-0270,train,lhs,1884,1358,147,1785,130,3420,226225.3623938821,225355.17853858403,7374.570773058832,372.47207156928715,730.0318458464421,50,0.003227011499158879
train-0271,train,lhs,1999,197,754,409,1457,2817,205138.00574256186,205324.61141850505,6716.973717895077,339.2584046411018,664.9342548438328,50,0.0032413996247886542
train-0272,train,dr-edge-mastery,2020,471,316,2665,398,3850,234196.24996721096,234138.94386647106,7676.286824564794,387.7110334273368,759.8996622632392,50,0.0032447131940397432
train-0273,train,lhs,1990,62,1184,1171,194,2611,204934.29597855135,204447.09817044795,6706.2663998783555,338.7176034141057,663.8743039156557,50,0.0032394495062219235
train-0274,train,lhs,2228,681,112,930,2104,3827,249053.44554058943,249068.73653189137,8350.505275418816,421.7642076130488,826.64265725609,50,0.003319137607037716
train-0275,train,lhs,1783,110,808,898,1105,2921,202972.14160857932,202621.23875985874,6567.848272810825,331.72643225063484,650.1718602194236,50,0.003203256639392634
train-0276,train,lhs,1896,891,1679,599,337,3506,227533.852855061,227364.17940771766,6608.769388979014,333.7932607317955,654.2227696065158,50,0.0028752766298176104
train-0277,train,lhs,1961,125,421,1448,1226,3220,219783.51520769158,220138.85586933623,7637.391358409305,385.74651572191124,756.049278311907,50,0.0034399726366986785
train-0278,train,lhs,1899,337,110,1409,1634,3490,221598.9173510822,221255.80084541315,7592.7082171462525,383.48967627963833,751.6259542842017,50,0.0033918304442498264
train-0279,train,lhs,1885,1150,631,858,541,3180,224729.60549076955,224510.19552635148,7140.905513407133,360.6701937387563,706.9005903384062,50,0.0031455605895567736
train-0280,train,dr-edge-versatility,2003,133,294,181,3277,3885,210286.06433404278,209951.84380639915,7095.996643166047,358.4019532614064,702.4549206925537,50,0.0033404730024177583
train-0281,train,lhs,2175,2253,9,200,732,3194,218957.7253829453,219183.4267349315,6575.886591785459,332.13242866894234,650.9675985775112,50,0.002973028685966681
train-0282,train,lhs,2287,391,830,1942,64,3227,241545.67320060852,241759.18559725524,7679.530733719916,387.8748755817039,760.2207869850905,50,0.0031473169314596328
train-0283,train,lhs,1997,2421,445,691,15,3572,231990.85109734532,231945.55287361503,6525.906918808187,329.60807397724835,646.0199542953932,50,0.0027846785821063163
train-0284,train,lhs,2101,532,1896,361,161,2950,212331.373175471,212534.38083010202,6613.170822643673,334.01556670259714,654.6584813030283,50,0.0030831924247106783
train-0285,train,lhs,1859,79,1038,301,1306,2724,196391.8662329551,196495.4119050464,6112.688063060531,308.737370047726,605.1141262433978,50,0.003081156759952709
train-0286,train,lhs,2172,744,1563,6,831,3144,224508.30257336612,225012.0358547715,6589.353352617161,332.81260280499333,652.3007153879778,50,0.0029054636639765925
train-0287,train,lhs,1691,92,450,1507,1047,3096,201772.76255835456,201521.58039651095,6849.677818079407,345.96097386478743,678.0710491319667,50,0.003360567801790701
train-0288,train,dr-edge-crit,2298,2871,384,430,92,3777,244106.66289856605,244185.28614150436,6866.620959929307,346.81673175740667,679.7483037817298,50,0.0027846364196301614
train-0289,train,lhs,2232,613,882,674,513,2682,219729.93698875123,219390.7590680454,6865.067290447546,346.73825959838695,679.5945011761938,50,0.003092862586179983
train-0290,train,lhs,2060,1057,1602,338,216,3213,225394.2339741409,225144.24231488653,6468.335486884182,326.70027755467095,640.3207780302406,50,0.0028408924520389616
train-0291,train,lhs,1611,147,1582,575,1077,3381,202160.84524932716,202004.92340426228,6145.787365301606,310.40913726681225,608.3907297847938,50,0.003009438989209107
train-0292,train,lhs,2094,1102,542,1567,559,3770,257534.8500223756,257479.40925542917,8104.345378657338,409.331255309033,802.2745185079127,50,0.003115207586228458
train-0293,train,lhs,1883,692,1369,440,1020,3521,227399.50352250697,227077.88575698138,6793.588232775389,343.1280219989008,672.518565502432,50,0.0029574319868111284
train-0294,train,lhs,2033,401,339,1590,740,3070,219725.7206727069,219429.3143034653,7090.792103316926,358.1390843028158,701.9397070008342,50,0.003194617839239725
train-0295,train,lhs,2124,935,1237,311,119,2602,210195.34497662593,210451.0027462806,6433.562458261324,324.94397438741265,636.8784870749548,50,0.003029936210746136
train-0296,train,dr-edge-haste,2270,316,2498,406,90,3310,221813.8985974355,221684.79916454438,6313.304491792971,318.8700298458786,624.9737745241772,50,0.0028175591271601356
train-0297,train,lhs,2140,1657,69,319,865,2910,214849.83971833537,214518.27119707144,6575.525835184595,332.114207709026,650.9318861522956,50,0.0030297061752787746
train-0298,train,lhs,2136,605,331,934,950,2820,220226.5322684436,219824.51895257685,7295.357188171524,368.47118135243636,722.1902451118399,50,0.003279306256484714
train-0299,train,lhs,1636,904,493,957,449,2803,197623.06155251068,197407.3273435305,6817.860686077144,344.3539660221654,674.9213716361579,50,0.003415195404493942
train-0300,train,lhs,1724,191,1677,940,703,3511,214353.07031455464,214138.9668188385,6339.126614094367,320.17424397330325,627.529987243191,50,0.0029275530615088256
train-0301,train,lhs,2147,901,14,696,2020,3631,236368.16802410144,236257.55843203363,8069.627202142801,407.5777225916144,798.8376575345361,50,0.0033796329861687725
train-0302,train,lhs,1902,650,266,522,1700,3138,209182.8262795247,208573.60666743421,7165.818157678317,361.9284722888594,709.3667709802207,50,0.003391132931879959
train-0303,train,lhs,2205,18,1637,1484,162,3301,236019.72569235318,235790.59745421953,6935.144203593769,350.277678204838,686.5316341741241,50,0.0029087892215797413
train-0304,train,dr-edge-mastery,2153,279,371,1996,168,2814,213407.58166231753,213372.02800151077,6948.058998946744,350.92997387424697,687.8101101940038,50,0.0032229881658204177
train-0305,train,lhs,1881,119,1027,950,1442,3538,228822.44239745426,228646.04690648,7979.1912248649005,403.0100159632975,789.8851170471215,50,0.003451956498546269
train-0306,train,lhs,1710,811,850,1724,363,3748,232873.91869342828,232673.97329230563,7119.85739909196,359.6071034270814,704.8169716142863,50,0.0030266033034904065
train-0307,train,lhs,1986,182,1304,660,778,2924,208879.2908228325,208808.91071827625,6285.194750342826,317.4502735032502,622.1911032245697,50,0.0029787112967187375
train-0308,train,lhs,2069,266,1735,189,1239,3429,222967.94333464612,222734.87347464045,7374.338817305727,372.460356034576,730.0088838203386,50,0.0032740530898860624
train-0309,train,lhs,1656,352,992,400,1808,3552,210873.4503034926,210440.0005281679,6989.951798457731,353.0458797754689,691.9572095569129,50,0.003281386104135141
train-0310,train,lhs,2152,273,959,576,2015,3823,246514.2278849558,246801.04960942167,7507.03961427975,379.16275842094683,743.1453511133438,50,0.0030146144402673496
train-0311,train,lhs,2261,1654,78,1688,377,3797,260673.94816026685,260698.23252396318,8220.971583302751,415.2217681782346,813.8197115871353,50,0.0031219832949581326
train-0312,train,dr-edge-versatility,1718,373,479,147,2758,3757,203490.7259368997,202739.61828002505,6843.16922143602,345.6322400917483,677.4267427760225,50,0.003329030056072852
train-0313,train,lhs,2029,455,1614,910,60,3039,218087.9205983995,218092.25189926242,6535.906701174866,330.1131392573818,647.0098640547352,50,0.00296673865420625
train-0314,train,lhs,2079,485,264,2045,472,3266,224255.0097356661,223957.7818677179,7433.894699281879,375.4683823206391,735.9045070081854,50,0.0032815521395736526
train-0315,train,lhs,1952,72,438,2429,619,3558,222286.816605182,221874.3001185745,6901.847833690219,348.5959575657169,683.2355222879279,50,0.003073666413161455
train-0316,train,lhs,2005,2186,255,262,245,2948,206475.3928253154,206590.29656545742,6459.517095901735,326.25488155018223,639.4478179021977,50,0.0030969686467345312
train-0317,train,lhs,2295,1731,236,196,569,2732,216037.97772842977,215723.20848911244,6714.311984614265,339.1239668087752,664.6707615341963,50,0.003076638508298387
train-0318,train,lhs,1763,2482,337,390,157,3366,206139.98701714425,206533.46089948717,5828.205709565086,294.36884138454474,576.9523275402472,50,0.0027988375078934263
train-0319,train,lhs,1771,1585,168,448,975,3176,207714.4713022729,207107.5932748421,6472.230920881252,326.89702668288476,640.7063992357002,50,0.0030845534989390475
train-0320,train,dr-edge-crit,1819,2228,165,355,264,3012,197731.81320327168,197796.19460242134,6148.68591167687,310.555535966636,608.6776659639592,50,0.0030782991168863054
train-0321,train,lhs,1972,657,823,1033,476,2989,222691.15916601435,222209.8767759615,7207.692727989659,364.04345747646096,713.5120657775931,50,0.0032040430722518084
train-0322,train,lhs,2127,1028,1125,401,1285,3839,259651.95774843,259827.3179706124,7902.978013862216,399.1606675121547,782.3405327155922,50,0.0030130353705000042
train-0323,train,lhs,1658,337,425,1013,967,2742,192539.02234930647,192194.02518659856,6662.169389908691,336.4903680727057,659.5090028594817,50,0.0034253264341552177
train-0324,train,lhs,2103,972,1366,961,124,3423,242678.00317734768,242747.6054285999,7312.386547294811,369.3312938749604,723.8760346793862,50,0.0029828662886696895
train-0325,train,lhs,2063,1761,198,813,335,3107,222009.5850952521,221878.59015313114,7390.363006028572,373.26969978521436,731.5951684234054,50,0.0032953314520610365
train-0326,train,lhs,2058,13,368,2530,878,3789,234182.59725359178,233980.3586622886,7833.098790657077,395.6312337555546,775.4229696637697,50,0.003311189553611788
train-0327,train,lhs,1779,1200,942,152,1515,3809,232941.97395529776,232646.8169310142,7159.995250156755,361.63437104637944,708.7903431368961,50,0.003042776409514393
train-0328,train,dr-edge-haste,2234,340,2326,181,116,2963,209004.35304253153,209204.47496492811,6081.4842576525625,307.16133987609743,602.0251638670879,50,0.0028804431826574364
train-0329,train,lhs,1793,1008,1288,136,458,2890,200801.96087060097,200912.36406447584,6323.286725401321,319.374208779868,625.9619470769983,50,0.0031173099324481954
train-0330,train,lhs,1802,397,2040,81,948,3466,207867.61433035944,208015.35146645055,6522.8785771150815,329.45511962389514,645.7201692714093,50,0.003106401020435922
train-0331,train,lhs,2090,1263,49,712,670,2694,210589.30172732062,210130.00482652392,6670.725369838901,336.92251031758764,660.355986096024,50,0.0031357527693931914
train-0332,train,lhs,1677,308,943,2130,205,3586,216613.02909617283,216305.90878970438,6836.880316633491,345.31460243231226,676.8041844031181,50,0.003124485111662547
train-0333,train,lhs,2284,162,2617,202,757,3738,232015.59548467654,231608.11097498948,7131.436059038168,360.19191406743977,705.9631794076727,50,0.003042740199997883
train-0334,train,lhs,1987,569,496,136,1817,3018,206833.45183353423,207066.8161932994,7310.43954008936,369.232955160818,723.6832943412957,50,0.0034988696844054884
train-0335,train,lhs,1833,133,1990,92,534,2749,185809.74820157318,185645.25835193566,5883.4767811686925,297.1604520655702,582.4237839363399,50,0.003134516835491889
train-0336,train,dr-edge-mastery,1863,538,256,2897,103,3794,220326.32289501195,220117.37654851406,7293.707614490126,368.3878652998518,722.0269486493677,50,0.0032770798294193015
train-0337,train,lhs,1843,2234,122,127,864,3347,207518.8658419188,207003.711651134,6319.256754378611,319.1706645057149,625.563007630222,50,0.0030144874062040983
train-0338,train,lhs,1765,1214,1067,366,14,2661,200647.26305316156,200369.4601792154,5961.09989905258,301.0810115678945,590.1079393635481,50,0.0029410216236400834
train-0339,train,lhs,1874,2076,210,601,196,3083,207452.32344003583,206934.43277157572,6239.3058329303185,315.1325331687006,617.648415641323,50,0.002977302955200955
train-0340,train,lhs,2219,780,894,248,725,2647,215080.17126505735,214794.2785623958,6571.355006136465,331.9035490302329,650.5190027286474,50,0.0030245419598767674
train-0341,train,lhs,1737,907,436,638,1518,3499,218792.76771691962,218923.03103103788,7406.2480995848,374.07201816902807,733.1676835605118,50,0.003350968549879607
train-0342,train,lhs,2146,1238,418,732,1415,3803,256860.38462967327,256607.48876943844,8479.011453162144,428.2547497349539,839.3638860608035,50,0.003267782563165397
train-0343,train,lhs,1944,170,104,1001,2354,3629,217499.59688497306,217302.6584836815,7162.277091642602,361.74962144553905,709.0162297685529,50,0.003259850776383386
train-0344,train,dr-edge-versatility,1879,305,460,277,2395,3437,207153.80142281274,207081.24454399224,7365.207825358446,371.9991712970845,729.104978344235,50,0.0035196311790392397
train-0345,train,lhs,1995,3100,368,18,327,3813,219313.6761666041,218979.17463966462,6545.675636843242,330.60654501853065,647.9769215767801,50,0.0029545668692568775
train-0346,train,lhs,1700,35,733,1382,702,2852,197592.770457376,197294.24241337684,6809.219786676839,343.9175346963435,674.0659819554427,50,0.0034113899025513678
train-0347,train,lhs,1890,107,217,15,3514,3853,196057.01844797892,196114.98072805087,7059.084677996011,356.53761748435966,698.8008897128328,50,0.003564273777315706
train-0348,train,lhs,2203,828,183,1203,399,2613,216275.46602401978,216386.1866655092,6781.542760429516,342.51963377187496,671.3261464883146,50,0.003104032828271684
