left_id,right_id,true_delta_pp,quadratic-polynomial,piecewise-additive-interaction-grids
test-0014,test-0109,5.8082208979107985,4.692636154285473,5.991698281529981
test-0014,test-0123,2.8868377841456576,1.226823481740457,3.1086111952573656
test-0014,test-0126,3.3458986122399232,1.7846030723208783,3.028581274406829
test-0014,test-0130,9.837884270147923,7.467408330053195,10.342923149161491
test-0014,test-0137,6.834264582671164,5.721147425992442,7.190584620358319
test-0014,test-0138,3.5938273428132543,1.897098965253932,3.3799811161093554
test-0014,test-0140,-2.82597182134823,-4.999005907802579,-2.8057079527758355
test-0014,test-0151,1.5544922347598942,1.976501916031683,1.380144319561501
test-0014,test-0154,3.994807594994624,2.5122741404462174,3.381997106840902
test-0015,test-0019,6.171489654119979,6.9844139848135995,7.25127327485968
test-0015,test-0020,4.1773780605661885,4.25676767978429,3.9945481080045884
test-0015,test-0063,3.3686743151762344,3.5728934681578095,3.74028757648089
test-0015,test-0085,5.58929748365141,5.550615765732374,5.998605323508209
test-0015,test-0107,15.085599390510444,15.539808603438795,15.551034433647981
test-0015,test-0110,8.76505505923415,8.538097681294552,8.64343653267247
test-0015,test-0127,6.79794725363832,7.495904766928385,7.732868387874739
test-0015,test-0135,16.927253408974646,16.568060626194107,17.302947175014218
test-0016,test-0026,10.09725074449234,10.635509927827824,10.883762627775257
test-0016,test-0031,-0.35170295868731916,0.36613024359218405,0.3833636347082148
test-0016,test-0065,5.934353423536272,5.844871062289849,7.2183562484732775
test-0016,test-0066,19.356894279279597,18.70606621435799,19.920371966020767
test-0016,test-0075,1.2772742292169983,1.4264988679055717,2.2235991485943165
test-0016,test-0080,-0.2785836378344596,-0.49941074647219114,-0.10266835339479939
test-0016,test-0083,14.456207032100762,13.936237053132736,14.570470390992723
test-0016,test-0124,-0.9097336018719191,-0.6905009530296853,-0.744708464864959
test-0016,test-0142,4.204152278202707,3.154706621697851,5.013659342412863
test-0016,test-0147,6.429819804367597,6.110736474168403,7.2215245054851565
test-0017,test-0021,6.096900720322304,5.81251666587408,6.618363011141951
test-0017,test-0025,-2.769244702592957,-2.9607333388971617,-2.5263834722604064
test-0017,test-0026,-6.912154488542827,-6.577181739238499,-6.557616005779668
test-0017,test-0033,-1.5499846617330506,-2.608151285748052,-2.1114432924302178
test-0017,test-0038,-0.043648003972359746,0.6376666318614486,0.3268156572737133
test-0017,test-0053,-3.2022670296241467,-4.232339392435759,-4.237983593249476
test-0017,test-0057,-8.821113563744229,-8.443730838182722,-8.958710251397223
test-0017,test-0066,0.916926265324766,0.23775601186512318,1.05758661522681
test-0017,test-0068,-7.75507817144733,-8.568124505062706,-7.626796162799129
test-0017,test-0087,-4.0540254810656,-4.195949640506979,-4.047793735204214
test-0017,test-0092,-0.6287248327779924,-0.47172007429123414,-1.0134886074554426
test-0017,test-0094,-9.040850292388097,-9.967917000988175,-9.581927681276602
test-0017,test-0100,5.634591936616367,5.145237856184612,5.096345913334358
test-0017,test-0103,-3.5517858326941614,-3.424398533977466,-3.8292031023016593
test-0017,test-0106,1.9807555237009407,0.9074848156558435,1.9749132712915038
test-0017,test-0107,-9.71831310081432,-9.51025040832916,-9.359514995192466
test-0017,test-0109,-0.13511498692539162,-0.40504578711617506,-0.15214314713704027
test-0017,test-0111,-3.6907855205445337,-3.838108889180551,-3.5652182592387844
test-0017,test-0113,-4.572580302786204,-4.266209847665223,-4.430706398170411
test-0017,test-0117,1.9904024436484968,1.8107764584924955,2.3501070797429997
test-0017,test-0123,-2.8924015782648573,-3.7021015028960846,-2.8681112026715354
test-0017,test-0130,3.668198837792786,2.234617497219398,3.946861631179615
test-0017,test-0135,-8.27358298382175,-8.7049325773501,-7.985280473261628
test-0017,test-0137,0.8332949695736342,0.5733853306382095,0.9772493758908205
test-0017,test-0139,4.079205569316671,4.175779939351811,4.076124773040795
test-0017,test-0140,-8.284317910594947,-9.624783515363335,-8.439605020106397
test-0017,test-0149,2.1839412513467087,1.549881582661295,1.69353338559433
test-0017,test-0156,-2.258567594999317,-3.0205113204266834,-2.884666970284234
test-0018,test-0025,12.129950551998975,12.763376385306014,12.274783129720726
